contract_version,is_synthetic,source,ingested_at,mine_code,equipment_id,equipment_type,event_type,started_at,ended_at,downtime_hours,failure_mode
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441015,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2026-04-13T06:00:00,2026-04-15T04:47:04.141227,46.78,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441023,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2026-04-18T18:00:00,2026-04-19T09:04:22.829179,15.07,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441057,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2026-05-31T17:00:00,2026-06-01T04:52:00.436641,11.87,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441109,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,scheduled_maintenance,2026-08-10T18:00:00,2026-08-10T23:00:23.176010,5.01,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441284,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2024-04-09T17:00:00,2024-04-10T06:39:04.669860,13.65,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441337,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2024-06-20T12:00:00,2024-06-20T20:43:07.570565,8.72,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441545,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2025-04-10T18:00:00,2025-04-10T21:56:42.136175,3.95,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441628,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2025-07-31T05:00:00,2025-07-31T09:17:17.098989,4.29,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441640,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2025-08-09T21:00:00,2025-08-10T03:57:09.324575,6.95,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441656,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2025-08-25T15:00:00,2025-08-26T00:07:11.895584,9.12,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441674,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2025-09-12T20:00:00,2025-09-13T10:57:30.393185,14.96,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441819,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2026-04-05T00:00:00,2026-04-05T00:45:48.146551,0.76,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441838,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2026-04-26T09:00:00,2026-04-26T15:06:41.770135,6.11,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441845,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,breakdown,2026-04-29T19:00:00,2026-04-30T06:33:48.422405,11.56,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.441885,MOIL-BAL-01,MOIL-BAL-01-SHO-12,shovel,scheduled_maintenance,2026-06-22T16:00:00,2026-06-22T22:26:18.988794,6.44,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442125,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2024-06-04T10:00:00,2024-06-04T13:57:31.222108,3.96,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442130,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2024-06-06T12:00:00,2024-06-07T11:04:02.929829,23.07,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442157,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2024-07-09T05:00:00,2024-07-09T14:46:58.633504,9.78,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442188,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2024-08-18T21:00:00,2024-08-19T09:31:16.240946,12.52,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442221,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2024-09-27T05:00:00,2024-09-27T06:13:57.615745,1.23,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442231,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,breakdown,2024-10-05T20:00:00,2024-10-06T01:58:09.705032,5.97,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442402,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2025-06-07T12:00:00,2025-06-07T15:58:07.267356,3.97,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442442,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,breakdown,2025-07-30T19:00:00,2025-07-31T20:40:48.880594,25.68,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442475,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2025-09-11T01:00:00,2025-09-11T09:55:24.084374,8.92,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442527,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,scheduled_maintenance,2025-11-20T06:00:00,2025-11-20T08:13:53.040932,2.23,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442586,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,breakdown,2026-02-06T21:00:00,2026-02-07T07:07:32.302265,10.13,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442690,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,breakdown,2026-07-01T01:00:00,2026-07-01T07:14:26.777108,6.24,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442735,MOIL-BAL-01,MOIL-BAL-01-EXC-13,excavator,breakdown,2026-08-28T16:00:00,2026-08-29T18:22:58.315034,26.38,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442799,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2023-11-20T02:00:00,2023-11-21T05:15:34.362827,27.26,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442824,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2023-12-19T11:00:00,2023-12-19T17:05:28.364881,6.09,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442877,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2024-02-26T07:00:00,2024-02-26T20:34:12.715689,13.57,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.442953,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2024-06-12T14:00:00,2024-06-13T02:15:58.889437,12.27,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443003,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2024-08-19T01:00:00,2024-08-19T14:35:36.057806,13.59,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443012,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2024-08-26T16:00:00,2024-08-26T21:46:17.986017,5.77,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443018,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2024-08-28T03:00:00,2024-08-28T13:46:02.789842,10.77,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443083,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2024-11-27T08:00:00,2024-11-27T18:24:40.836423,10.41,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443262,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2025-08-09T06:00:00,2025-08-09T12:07:08.466993,6.12,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443269,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2025-08-12T09:00:00,2025-08-12T11:01:57.434690,2.03,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443318,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2025-10-17T15:00:00,2025-10-17T19:03:48.314379,4.06,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443356,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2025-12-04T08:00:00,2025-12-04T14:52:51.293907,6.88,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443368,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2025-12-16T04:00:00,2025-12-16T22:42:41.268465,18.71,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443412,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2026-02-10T16:00:00,2026-02-10T19:20:37.429190,3.34,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443463,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2026-04-20T16:00:00,2026-04-21T10:19:43.751140,18.33,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443524,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2026-07-12T02:00:00,2026-07-12T04:04:27.626227,2.07,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443534,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2026-07-19T05:00:00,2026-07-19T17:01:36.269358,12.03,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443546,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,breakdown,2026-07-28T17:00:00,2026-07-28T22:27:20.321960,5.46,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443576,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2026-08-29T14:00:00,2026-08-29T23:54:14.052173,9.9,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443584,MOIL-BAL-01,MOIL-BAL-01-LOA-14,loader,scheduled_maintenance,2026-09-02T01:00:00,2026-09-02T05:51:24.781336,4.86,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443653,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,scheduled_maintenance,2023-11-30T02:00:00,2023-11-30T03:11:54.625436,1.2,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443682,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2024-01-02T07:00:00,2024-01-02T11:52:27.308340,4.87,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443793,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2024-06-02T11:00:00,2024-06-02T13:49:04.671338,2.82,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443830,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,scheduled_maintenance,2024-07-21T10:00:00,2024-07-21T11:15:24.654420,1.26,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443876,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,scheduled_maintenance,2024-09-23T06:00:00,2024-09-23T06:56:18.221298,0.94,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.443971,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2025-01-30T08:00:00,2025-01-30T11:11:10.025045,3.19,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444015,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2025-03-30T15:00:00,2025-03-30T19:30:38.312718,4.51,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444038,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2025-04-26T21:00:00,2025-04-26T22:46:03.743259,1.77,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444136,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2025-09-08T06:00:00,2025-09-08T13:13:10.388001,7.22,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444152,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2025-09-25T16:00:00,2025-09-25T16:37:36.377422,0.63,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444332,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,scheduled_maintenance,2026-06-12T15:00:00,2026-06-12T20:27:09.869861,5.45,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444340,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2026-06-17T12:00:00,2026-06-17T18:43:55.020892,6.73,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444360,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2026-07-11T04:00:00,2026-07-11T18:10:15.350136,14.17,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444371,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,scheduled_maintenance,2026-07-21T19:00:00,2026-07-22T03:11:56.998283,8.2,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444396,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2026-08-21T16:00:00,2026-08-22T07:13:59.162109,15.23,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444408,MOIL-BAL-01,MOIL-BAL-01-EXC-15,excavator,breakdown,2026-08-31T18:00:00,2026-08-31T19:30:48.768530,1.51,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444604,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2024-06-10T08:00:00,2024-06-10T08:07:06.699764,0.12,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444656,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,scheduled_maintenance,2024-08-19T17:00:00,2024-08-19T23:42:01.881472,6.7,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444834,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,scheduled_maintenance,2025-05-05T01:00:00,2025-05-05T07:11:46.488657,6.2,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444851,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2025-05-22T19:00:00,2025-05-23T10:27:06.390391,15.45,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444871,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2025-06-13T03:00:00,2025-06-14T00:56:17.510275,21.94,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444902,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,scheduled_maintenance,2025-07-23T16:00:00,2025-07-24T16:25:14.323773,24.42,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444915,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2025-08-05T13:00:00,2025-08-06T05:38:39.155156,16.64,bit wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444954,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2025-09-25T12:00:00,2025-09-25T15:52:26.627836,3.87,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.444970,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,scheduled_maintenance,2025-10-14T00:00:00,2025-10-14T12:54:36.261047,12.91,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445006,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2025-11-25T03:00:00,2025-11-26T04:28:33.264065,25.48,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445066,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2026-02-16T08:00:00,2026-02-17T00:02:15.133961,16.04,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445091,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,scheduled_maintenance,2026-03-18T03:00:00,2026-03-18T04:30:12.841075,1.5,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445125,MOIL-BAL-01,MOIL-BAL-01-DRI-16,drill,breakdown,2026-05-01T04:00:00,2026-05-02T13:39:14.658672,33.65,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445377,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,scheduled_maintenance,2024-05-04T00:00:00,2024-05-04T06:12:41.986792,6.21,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445395,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,breakdown,2024-05-24T00:00:00,2024-05-24T15:25:54.810727,15.43,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445634,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,breakdown,2025-05-07T13:00:00,2025-05-08T09:42:02.449124,20.7,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445671,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,breakdown,2025-06-25T19:00:00,2025-06-26T18:50:22.128813,23.84,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445819,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,scheduled_maintenance,2026-01-25T05:00:00,2026-01-25T10:00:38.054809,5.01,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445928,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,scheduled_maintenance,2026-07-03T09:00:00,2026-07-03T21:27:43.482535,12.46,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.445952,MOIL-BHR-02,MOIL-BHR-02-SHO-01,shovel,breakdown,2026-08-01T05:00:00,2026-08-02T11:55:53.127687,30.93,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446024,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2023-11-08T01:00:00,2023-11-08T09:49:21.534818,8.82,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446041,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2023-11-29T05:00:00,2023-11-29T06:48:04.149411,1.8,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446054,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2023-12-12T02:00:00,2023-12-12T11:18:34.436202,9.31,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446146,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2024-04-21T08:00:00,2024-04-21T18:50:43.096799,10.85,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446158,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2024-05-01T16:00:00,2024-05-02T01:30:45.025925,9.51,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446163,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2024-05-02T17:00:00,2024-05-03T05:16:35.763663,12.28,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446176,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2024-05-14T09:00:00,2024-05-14T19:03:11.813955,10.05,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446204,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2024-06-18T17:00:00,2024-06-18T21:07:50.653106,4.13,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446337,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2024-12-27T13:00:00,2024-12-27T20:58:37.968356,7.98,motor trip
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446351,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2025-01-10T05:00:00,2025-01-10T21:06:58.725151,16.12,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446389,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2025-03-01T15:00:00,2025-03-01T20:01:18.833481,5.02,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446410,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2025-03-25T12:00:00,2025-03-25T21:10:33.927511,9.18,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446458,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2025-05-28T04:00:00,2025-05-28T08:41:38.301816,4.69,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446505,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,breakdown,2025-07-30T03:00:00,2025-07-30T11:27:02.148367,8.45,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446532,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2025-09-02T11:00:00,2025-09-02T13:51:38.335580,2.86,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446675,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2026-03-29T16:00:00,2026-03-29T18:38:50.053021,2.65,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446766,MOIL-BHR-02,MOIL-BHR-02-PUM-02,pump,scheduled_maintenance,2026-08-06T13:00:00,2026-08-06T17:32:34.091342,4.54,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446828,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2023-10-24T01:00:00,2023-10-24T04:18:20.428321,3.31,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446849,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,scheduled_maintenance,2023-11-18T15:00:00,2023-11-18T23:23:33.142932,8.39,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.446876,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2023-12-21T08:00:00,2023-12-21T17:36:51.942628,9.61,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447027,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2024-07-25T00:00:00,2024-07-25T08:19:59.763239,8.33,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447042,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,scheduled_maintenance,2024-08-11T05:00:00,2024-08-11T14:44:27.249233,9.74,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447064,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2024-09-06T14:00:00,2024-09-07T00:17:03.745325,10.28,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447089,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2024-10-06T13:00:00,2024-10-07T05:03:20.433220,16.06,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447112,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,scheduled_maintenance,2024-11-03T19:00:00,2024-11-04T07:48:52.920456,12.81,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447129,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2024-11-22T08:00:00,2024-11-22T17:59:58.663773,10.0,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447206,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2025-02-27T03:00:00,2025-02-27T14:56:51.954486,11.95,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447287,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2025-06-14T03:00:00,2025-06-14T07:16:44.354027,4.28,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447315,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2025-07-16T17:00:00,2025-07-17T00:00:11.753838,7.0,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447342,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2025-08-19T04:00:00,2025-08-19T10:07:30.894404,6.13,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447377,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,scheduled_maintenance,2025-10-06T09:00:00,2025-10-06T18:54:03.573015,9.9,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447424,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,breakdown,2025-12-01T01:00:00,2025-12-01T13:44:56.933573,12.75,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447561,MOIL-BHR-02,MOIL-BHR-02-SHO-03,shovel,scheduled_maintenance,2026-06-08T21:00:00,2026-06-09T08:47:25.526079,11.79,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447659,MOIL-BHR-02,MOIL-BHR-02-PUM-04,pump,scheduled_maintenance,2023-10-20T03:00:00,2023-10-20T14:17:58.427397,11.3,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.447777,MOIL-BHR-02,MOIL-BHR-02-PUM-04,pump,breakdown,2024-04-07T03:00:00,2024-04-07T17:55:36.400986,14.93,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.448031,MOIL-BHR-02,MOIL-BHR-02-PUM-04,pump,scheduled_maintenance,2025-04-20T09:00:00,2025-04-20T15:27:53.451475,6.46,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.448046,MOIL-BHR-02,MOIL-BHR-02-PUM-04,pump,scheduled_maintenance,2025-05-06T19:00:00,2025-05-07T04:48:51.866308,9.81,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.448061,MOIL-BHR-02,MOIL-BHR-02-PUM-04,pump,breakdown,2025-05-20T20:00:00,2025-05-20T23:22:32.071377,3.38,seal failure
