contract_version,is_synthetic,source,ingested_at,mine_code,grade,period_start,period_end,tonnes,mine_type,period_grain,operating_hours
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215183,MOIL-BAL-01,silico_manganese,2023-11-01,2023-11-01,345.42,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215187,MOIL-BAL-01,blast_furnace,2023-11-01,2023-11-01,165.12,underground,daily,19.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215191,MOIL-BAL-01,dioxide,2023-11-01,2023-11-01,42.44,underground,daily,16.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215197,MOIL-BAL-01,ferro_manganese,2023-11-02,2023-11-02,254.12,underground,daily,18.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215202,MOIL-BAL-01,silico_manganese,2023-11-02,2023-11-02,379.94,underground,daily,14.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215206,MOIL-BAL-01,blast_furnace,2023-11-02,2023-11-02,169.46,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215210,MOIL-BAL-01,dioxide,2023-11-02,2023-11-02,40.26,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215216,MOIL-BAL-01,ferro_manganese,2023-11-03,2023-11-03,253.38,underground,daily,18.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215221,MOIL-BAL-01,silico_manganese,2023-11-03,2023-11-03,373.81,underground,daily,22.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215225,MOIL-BAL-01,blast_furnace,2023-11-03,2023-11-03,171.99,underground,daily,18.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215229,MOIL-BAL-01,dioxide,2023-11-03,2023-11-03,42.55,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215237,MOIL-BAL-01,ferro_manganese,2023-11-04,2023-11-04,281.0,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215241,MOIL-BAL-01,silico_manganese,2023-11-04,2023-11-04,416.83,underground,daily,20.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215245,MOIL-BAL-01,blast_furnace,2023-11-04,2023-11-04,183.29,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215249,MOIL-BAL-01,dioxide,2023-11-04,2023-11-04,44.44,underground,daily,14.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215256,MOIL-BAL-01,ferro_manganese,2023-11-05,2023-11-05,261.22,underground,daily,22.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215260,MOIL-BAL-01,silico_manganese,2023-11-05,2023-11-05,402.74,underground,daily,17.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215264,MOIL-BAL-01,blast_furnace,2023-11-05,2023-11-05,168.62,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215268,MOIL-BAL-01,dioxide,2023-11-05,2023-11-05,43.94,underground,daily,17.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215274,MOIL-BAL-01,ferro_manganese,2023-11-06,2023-11-06,219.86,underground,daily,19.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215279,MOIL-BAL-01,silico_manganese,2023-11-06,2023-11-06,324.74,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215283,MOIL-BAL-01,blast_furnace,2023-11-06,2023-11-06,146.16,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215287,MOIL-BAL-01,dioxide,2023-11-06,2023-11-06,34.0,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215293,MOIL-BAL-01,ferro_manganese,2023-11-07,2023-11-07,269.36,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215297,MOIL-BAL-01,silico_manganese,2023-11-07,2023-11-07,411.23,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215301,MOIL-BAL-01,blast_furnace,2023-11-07,2023-11-07,187.47,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215305,MOIL-BAL-01,dioxide,2023-11-07,2023-11-07,46.62,underground,daily,19.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215312,MOIL-BAL-01,ferro_manganese,2023-11-08,2023-11-08,242.04,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215316,MOIL-BAL-01,silico_manganese,2023-11-08,2023-11-08,380.53,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215321,MOIL-BAL-01,blast_furnace,2023-11-08,2023-11-08,172.78,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215326,MOIL-BAL-01,dioxide,2023-11-08,2023-11-08,43.11,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215332,MOIL-BAL-01,ferro_manganese,2023-11-09,2023-11-09,279.85,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215336,MOIL-BAL-01,silico_manganese,2023-11-09,2023-11-09,433.91,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215340,MOIL-BAL-01,blast_furnace,2023-11-09,2023-11-09,184.63,underground,daily,22.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215344,MOIL-BAL-01,dioxide,2023-11-09,2023-11-09,48.75,underground,daily,17.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215350,MOIL-BAL-01,ferro_manganese,2023-11-10,2023-11-10,248.78,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215355,MOIL-BAL-01,silico_manganese,2023-11-10,2023-11-10,389.33,underground,daily,16.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215359,MOIL-BAL-01,blast_furnace,2023-11-10,2023-11-10,177.31,underground,daily,18.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215363,MOIL-BAL-01,dioxide,2023-11-10,2023-11-10,46.39,underground,daily,22.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215369,MOIL-BAL-01,ferro_manganese,2023-11-11,2023-11-11,231.41,underground,daily,20.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215374,MOIL-BAL-01,silico_manganese,2023-11-11,2023-11-11,337.96,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215378,MOIL-BAL-01,blast_furnace,2023-11-11,2023-11-11,156.88,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215383,MOIL-BAL-01,dioxide,2023-11-11,2023-11-11,37.77,underground,daily,18.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215390,MOIL-BAL-01,ferro_manganese,2023-11-12,2023-11-12,230.7,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215394,MOIL-BAL-01,silico_manganese,2023-11-12,2023-11-12,340.72,underground,daily,18.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215398,MOIL-BAL-01,blast_furnace,2023-11-12,2023-11-12,156.51,underground,daily,21.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215402,MOIL-BAL-01,dioxide,2023-11-12,2023-11-12,38.06,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215408,MOIL-BAL-01,ferro_manganese,2023-11-13,2023-11-13,250.5,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215412,MOIL-BAL-01,silico_manganese,2023-11-13,2023-11-13,392.37,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215417,MOIL-BAL-01,blast_furnace,2023-11-13,2023-11-13,171.56,underground,daily,22.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215421,MOIL-BAL-01,dioxide,2023-11-13,2023-11-13,41.36,underground,daily,16.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215427,MOIL-BAL-01,ferro_manganese,2023-11-14,2023-11-14,235.68,underground,daily,13.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215432,MOIL-BAL-01,silico_manganese,2023-11-14,2023-11-14,357.75,underground,daily,19.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215436,MOIL-BAL-01,blast_furnace,2023-11-14,2023-11-14,158.95,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215441,MOIL-BAL-01,dioxide,2023-11-14,2023-11-14,38.7,underground,daily,18.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215447,MOIL-BAL-01,ferro_manganese,2023-11-15,2023-11-15,240.32,underground,daily,20.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215451,MOIL-BAL-01,silico_manganese,2023-11-15,2023-11-15,368.62,underground,daily,21.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215455,MOIL-BAL-01,blast_furnace,2023-11-15,2023-11-15,158.73,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215459,MOIL-BAL-01,dioxide,2023-11-15,2023-11-15,39.44,underground,daily,23.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215465,MOIL-BAL-01,ferro_manganese,2023-11-16,2023-11-16,296.54,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215469,MOIL-BAL-01,silico_manganese,2023-11-16,2023-11-16,453.09,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215474,MOIL-BAL-01,blast_furnace,2023-11-16,2023-11-16,199.67,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215479,MOIL-BAL-01,dioxide,2023-11-16,2023-11-16,49.33,underground,daily,19.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215486,MOIL-BAL-01,ferro_manganese,2023-11-17,2023-11-17,236.62,underground,daily,17.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215490,MOIL-BAL-01,silico_manganese,2023-11-17,2023-11-17,339.38,underground,daily,21.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215494,MOIL-BAL-01,blast_furnace,2023-11-17,2023-11-17,158.74,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215498,MOIL-BAL-01,dioxide,2023-11-17,2023-11-17,39.75,underground,daily,18.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215504,MOIL-BAL-01,ferro_manganese,2023-11-18,2023-11-18,271.5,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215509,MOIL-BAL-01,silico_manganese,2023-11-18,2023-11-18,389.72,underground,daily,17.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215514,MOIL-BAL-01,blast_furnace,2023-11-18,2023-11-18,170.83,underground,daily,19.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215519,MOIL-BAL-01,dioxide,2023-11-18,2023-11-18,42.36,underground,daily,22.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215525,MOIL-BAL-01,ferro_manganese,2023-11-19,2023-11-19,256.5,underground,daily,23.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215529,MOIL-BAL-01,silico_manganese,2023-11-19,2023-11-19,362.34,underground,daily,14.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215534,MOIL-BAL-01,blast_furnace,2023-11-19,2023-11-19,167.59,underground,daily,23.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215539,MOIL-BAL-01,dioxide,2023-11-19,2023-11-19,42.89,underground,daily,21.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215545,MOIL-BAL-01,ferro_manganese,2023-11-20,2023-11-20,178.42,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215549,MOIL-BAL-01,silico_manganese,2023-11-20,2023-11-20,282.63,underground,daily,17.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215553,MOIL-BAL-01,blast_furnace,2023-11-20,2023-11-20,130.7,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215557,MOIL-BAL-01,dioxide,2023-11-20,2023-11-20,32.72,underground,daily,17.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215563,MOIL-BAL-01,ferro_manganese,2023-11-21,2023-11-21,230.18,underground,daily,17.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215568,MOIL-BAL-01,silico_manganese,2023-11-21,2023-11-21,345.2,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215572,MOIL-BAL-01,blast_furnace,2023-11-21,2023-11-21,163.18,underground,daily,15.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215576,MOIL-BAL-01,dioxide,2023-11-21,2023-11-21,38.88,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215582,MOIL-BAL-01,ferro_manganese,2023-11-22,2023-11-22,263.31,underground,daily,17.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215587,MOIL-BAL-01,silico_manganese,2023-11-22,2023-11-22,364.98,underground,daily,21.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215591,MOIL-BAL-01,blast_furnace,2023-11-22,2023-11-22,167.47,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215596,MOIL-BAL-01,dioxide,2023-11-22,2023-11-22,40.45,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215603,MOIL-BAL-01,ferro_manganese,2023-11-23,2023-11-23,281.63,underground,daily,16.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215607,MOIL-BAL-01,silico_manganese,2023-11-23,2023-11-23,434.22,underground,daily,23.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215611,MOIL-BAL-01,blast_furnace,2023-11-23,2023-11-23,190.38,underground,daily,18.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215615,MOIL-BAL-01,dioxide,2023-11-23,2023-11-23,45.78,underground,daily,23.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215621,MOIL-BAL-01,ferro_manganese,2023-11-24,2023-11-24,202.28,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215625,MOIL-BAL-01,silico_manganese,2023-11-24,2023-11-24,295.78,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215630,MOIL-BAL-01,blast_furnace,2023-11-24,2023-11-24,127.68,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215634,MOIL-BAL-01,dioxide,2023-11-24,2023-11-24,33.1,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215640,MOIL-BAL-01,ferro_manganese,2023-11-25,2023-11-25,252.53,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215644,MOIL-BAL-01,silico_manganese,2023-11-25,2023-11-25,393.58,underground,daily,20.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215648,MOIL-BAL-01,blast_furnace,2023-11-25,2023-11-25,176.79,underground,daily,23.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215652,MOIL-BAL-01,dioxide,2023-11-25,2023-11-25,40.53,underground,daily,22.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215658,MOIL-BAL-01,ferro_manganese,2023-11-26,2023-11-26,262.51,underground,daily,22.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215662,MOIL-BAL-01,silico_manganese,2023-11-26,2023-11-26,376.01,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215667,MOIL-BAL-01,blast_furnace,2023-11-26,2023-11-26,164.39,underground,daily,21.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215671,MOIL-BAL-01,dioxide,2023-11-26,2023-11-26,40.7,underground,daily,21.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215677,MOIL-BAL-01,ferro_manganese,2023-11-27,2023-11-27,249.32,underground,daily,23.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215683,MOIL-BAL-01,silico_manganese,2023-11-27,2023-11-27,399.87,underground,daily,22.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215687,MOIL-BAL-01,blast_furnace,2023-11-27,2023-11-27,177.42,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215691,MOIL-BAL-01,dioxide,2023-11-27,2023-11-27,43.08,underground,daily,23.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215697,MOIL-BAL-01,ferro_manganese,2023-11-28,2023-11-28,296.0,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215701,MOIL-BAL-01,silico_manganese,2023-11-28,2023-11-28,487.95,underground,daily,22.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215707,MOIL-BAL-01,blast_furnace,2023-11-28,2023-11-28,211.11,underground,daily,17.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215711,MOIL-BAL-01,dioxide,2023-11-28,2023-11-28,53.6,underground,daily,20.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215717,MOIL-BAL-01,ferro_manganese,2023-11-29,2023-11-29,274.45,underground,daily,19.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215721,MOIL-BAL-01,silico_manganese,2023-11-29,2023-11-29,394.58,underground,daily,18.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215725,MOIL-BAL-01,blast_furnace,2023-11-29,2023-11-29,183.85,underground,daily,23.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215730,MOIL-BAL-01,dioxide,2023-11-29,2023-11-29,45.75,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215736,MOIL-BAL-01,ferro_manganese,2023-11-30,2023-11-30,278.49,underground,daily,21.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215740,MOIL-BAL-01,silico_manganese,2023-11-30,2023-11-30,416.26,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215744,MOIL-BAL-01,blast_furnace,2023-11-30,2023-11-30,183.6,underground,daily,18.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215748,MOIL-BAL-01,dioxide,2023-11-30,2023-11-30,46.5,underground,daily,22.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215755,MOIL-BAL-01,ferro_manganese,2023-12-01,2023-12-01,298.6,underground,daily,21.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215759,MOIL-BAL-01,silico_manganese,2023-12-01,2023-12-01,420.76,underground,daily,17.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215765,MOIL-BAL-01,blast_furnace,2023-12-01,2023-12-01,181.51,underground,daily,15.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215769,MOIL-BAL-01,dioxide,2023-12-01,2023-12-01,45.94,underground,daily,22.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215776,MOIL-BAL-01,ferro_manganese,2023-12-02,2023-12-02,224.96,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215781,MOIL-BAL-01,silico_manganese,2023-12-02,2023-12-02,334.45,underground,daily,17.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215786,MOIL-BAL-01,blast_furnace,2023-12-02,2023-12-02,148.82,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215790,MOIL-BAL-01,dioxide,2023-12-02,2023-12-02,38.18,underground,daily,21.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215796,MOIL-BAL-01,ferro_manganese,2023-12-03,2023-12-03,234.5,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215800,MOIL-BAL-01,silico_manganese,2023-12-03,2023-12-03,371.06,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215804,MOIL-BAL-01,blast_furnace,2023-12-03,2023-12-03,161.28,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215808,MOIL-BAL-01,dioxide,2023-12-03,2023-12-03,41.3,underground,daily,16.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215815,MOIL-BAL-01,ferro_manganese,2023-12-04,2023-12-04,247.49,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215819,MOIL-BAL-01,silico_manganese,2023-12-04,2023-12-04,358.07,underground,daily,21.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215823,MOIL-BAL-01,blast_furnace,2023-12-04,2023-12-04,169.04,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215827,MOIL-BAL-01,dioxide,2023-12-04,2023-12-04,40.59,underground,daily,19.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215835,MOIL-BAL-01,ferro_manganese,2023-12-05,2023-12-05,303.9,underground,daily,20.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215839,MOIL-BAL-01,silico_manganese,2023-12-05,2023-12-05,441.6,underground,daily,18.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215843,MOIL-BAL-01,blast_furnace,2023-12-05,2023-12-05,202.24,underground,daily,18.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215847,MOIL-BAL-01,dioxide,2023-12-05,2023-12-05,50.98,underground,daily,22.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215853,MOIL-BAL-01,ferro_manganese,2023-12-06,2023-12-06,270.46,underground,daily,21.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215858,MOIL-BAL-01,silico_manganese,2023-12-06,2023-12-06,403.53,underground,daily,17.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215862,MOIL-BAL-01,blast_furnace,2023-12-06,2023-12-06,172.5,underground,daily,19.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215866,MOIL-BAL-01,dioxide,2023-12-06,2023-12-06,41.54,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215872,MOIL-BAL-01,ferro_manganese,2023-12-07,2023-12-07,215.15,underground,daily,18.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215877,MOIL-BAL-01,silico_manganese,2023-12-07,2023-12-07,351.52,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215882,MOIL-BAL-01,blast_furnace,2023-12-07,2023-12-07,147.98,underground,daily,22.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215886,MOIL-BAL-01,dioxide,2023-12-07,2023-12-07,38.7,underground,daily,21.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215892,MOIL-BAL-01,ferro_manganese,2023-12-08,2023-12-08,256.4,underground,daily,18.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215898,MOIL-BAL-01,silico_manganese,2023-12-08,2023-12-08,354.28,underground,daily,22.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215903,MOIL-BAL-01,blast_furnace,2023-12-08,2023-12-08,153.54,underground,daily,17.6
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215907,MOIL-BAL-01,dioxide,2023-12-08,2023-12-08,42.37,underground,daily,17.7
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215914,MOIL-BAL-01,ferro_manganese,2023-12-09,2023-12-09,203.24,underground,daily,20.5
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215918,MOIL-BAL-01,silico_manganese,2023-12-09,2023-12-09,287.23,underground,daily,20.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215922,MOIL-BAL-01,blast_furnace,2023-12-09,2023-12-09,133.09,underground,daily,18.8
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215926,MOIL-BAL-01,dioxide,2023-12-09,2023-12-09,33.97,underground,daily,18.2
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215932,MOIL-BAL-01,ferro_manganese,2023-12-10,2023-12-10,270.73,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215936,MOIL-BAL-01,silico_manganese,2023-12-10,2023-12-10,410.37,underground,daily,23.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215941,MOIL-BAL-01,blast_furnace,2023-12-10,2023-12-10,178.79,underground,daily,18.9
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215945,MOIL-BAL-01,dioxide,2023-12-10,2023-12-10,49.1,underground,daily,20.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215951,MOIL-BAL-01,ferro_manganese,2023-12-11,2023-12-11,276.8,underground,daily,24.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215956,MOIL-BAL-01,silico_manganese,2023-12-11,2023-12-11,401.92,underground,daily,18.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215960,MOIL-BAL-01,blast_furnace,2023-12-11,2023-12-11,178.75,underground,daily,20.4
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215964,MOIL-BAL-01,dioxide,2023-12-11,2023-12-11,48.03,underground,daily,19.1
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215970,MOIL-BAL-01,ferro_manganese,2023-12-12,2023-12-12,245.69,underground,daily,19.3
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215974,MOIL-BAL-01,silico_manganese,2023-12-12,2023-12-12,403.04,underground,daily,19.0
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.215978,MOIL-BAL-01,blast_furnace,2023-12-12,2023-12-12,156.14,underground,daily,18.4
